sequence,variable,value
53,param_349,0.0197
54,param_349,0.0181
55,param_349,0.0295
56,param_349,0.0208
57,param_349,0.0138
58,param_349,0.0317
59,param_349,0.0371
60,param_349,0.0227
61,param_349,0.0108
62,param_349,0.0236
63,param_349,0.0234
64,param_349,0.0209
65,param_349,0.028
66,param_349,0.0086
67,param_349,0.0238
68,param_349,0.0287
69,param_349,0.023
70,param_349,0.0209
71,param_349,0.0415
72,param_349,0.0297
73,param_349,0.0461
74,param_349,0.0294
75,param_349,0.0391
76,param_349,0.0232
77,param_349,0.0256
78,param_349,0.0257
79,param_349,0.0259
80,param_349,0.0289
81,param_349,0.0249
82,param_349,0.0256
83,param_349,0.0359
84,param_349,0.0285
85,param_349,0.0402
86,param_349,0.0124
87,param_349,0.0272
88,param_349,0.0892
89,param_349,0.0261
90,param_349,0.0197
91,param_349,0.0346
92,param_349,0.017
93,param_349,0.0417
94,param_349,0.0072
95,param_349,0.0196
96,param_349,0.0418
97,param_349,0.0373
98,param_349,0.0238
99,param_349,0.0141
100,param_349,0.0348
101,param_349,0.035
102,param_349,0.0073
103,param_349,0.0281
104,param_349,0.0262
105,param_349,0.0154
106,param_349,0.0292
107,param_349,0.0283
108,param_349,0.0308
109,param_349,0.0185
110,param_349,0.0435
111,param_349,0.0281
112,param_349,0.0319
113,param_349,0.0365
114,param_349,0.0715
115,param_349,0.0163
116,param_349,0.0261
117,param_349,0.0323
118,param_349,0.0265
119,param_349,0.0229
120,param_349,0.037
121,param_349,0.0342
122,param_349,0.0263
123,param_349,0.0378
124,param_349,0.0201
125,param_349,0.0238
126,param_349,0.0183
127,param_349,0.0206
128,param_349,0.0222
129,param_349,0.0268
130,param_349,0.0196
131,param_349,0.0499
132,param_349,0.0228
133,param_349,0.0243
134,param_349,0.0282
135,param_349,0.0195
136,param_349,0.0244
137,param_349,0.0367
138,param_349,0.0144
139,param_349,0.0262
140,param_349,0.0309
141,param_349,0.0226
142,param_349,0.0229
143,param_349,0.0083
144,param_349,0.0323
145,param_349,0.031
146,param_349,0.0216
147,param_349,0.0266
148,param_349,0.0117
149,param_349,0.023
150,param_349,0.0193
151,param_349,0.0309
152,param_349,0.0217
153,param_349,0.0341
154,param_349,0.0337
155,param_349,0.0155
156,param_349,0.0308
157,param_349,0.0307
158,param_349,0.02
159,param_349,0.0134
160,param_349,0.0317
161,param_349,0.013
162,param_349,0.0213
163,param_349,0.0219
164,param_349,0.0201
165,param_349,0.0192
166,param_349,0.032
167,param_349,0.0183
168,param_349,0.0344
169,param_349,0.0172
170,param_349,0.0324
171,param_349,0.0282
172,param_349,0.035
173,param_349,0.0192
174,param_349,0.0594
175,param_349,0.0306
176,param_349,0.0293
177,param_349,0.0296
178,param_349,0.0236
179,param_349,0.01
180,param_349,0.0266
181,param_349,0.0259
182,param_349,0.0196
183,param_349,0.0275
1236,param_343,7.1183
1237,param_343,6.1096
1184,param_332,3.165
1185,param_332,1.7662
1186,param_332,2.1828
1187,param_332,5.1166
1188,param_332,3.8035
1189,param_332,2.6963
1190,param_332,2.69
1191,param_332,3.962
1192,param_332,2.4228
1193,param_332,2.7775
1194,param_332,4.1353
1195,param_332,2.0849
1196,param_332,2.4964
1197,param_332,2.7777
1198,param_332,1.4934
1199,param_332,3.8682
1200,param_332,2.7685
1201,param_332,2.6805
1202,param_332,2.8444
1203,param_332,1.1018
1204,param_332,2.625
1205,param_332,2.3367
1206,param_332,2.5934845512820512
1207,param_332,3.9101
1208,param_332,1.3598
1209,param_332,3.4239
1210,param_332,2.0723
1211,param_332,2.168
1212,param_332,2.1018
1213,param_332,1.3325
1214,param_332,4.4625
1215,param_332,2.1277
1216,param_332,1.3512
1217,param_332,3.2183
1218,param_332,2.8429
1219,param_332,2.6142
1220,param_332,1.1647
1221,param_332,2.0054
1222,param_332,2.7874
1223,param_332,2.6396
1224,param_332,2.9398
1225,param_332,5.5177
1226,param_332,1.7764
1227,param_332,2.7887
1228,param_332,4.0793
1229,param_332,3.4125
1230,param_332,6.9737
1231,param_332,3.645
1232,param_332,3.5733
1233,param_332,3.3981
1234,param_332,2.5934845512820512
1235,param_332,2.5607
1236,param_332,3.3157
1237,param_332,1.2302
1238,param_332,2.4829
1239,param_332,2.3832
1240,param_332,2.18
1241,param_332,2.4754
1242,param_332,2.1695
1243,param_332,1.1401
1244,param_332,2.2459
1245,param_332,4.0043
1246,param_332,3.0353
1247,param_332,1.9713
1248,param_332,3.0373
1249,param_332,4.7458
1250,param_332,2.6981
1251,param_332,3.3372
1252,param_332,2.4316
1253,param_332,2.1247
1254,param_332,3.936
1255,param_332,4.1844
1256,param_332,2.7424
1257,param_332,4.9049
1258,param_332,2.2158
1259,param_332,1.0657
1260,param_332,1.7789
1261,param_332,4.4678
1262,param_332,3.4251
1263,param_332,3.073
1264,param_332,1.4644
1265,param_332,2.9512
1266,param_332,4.181
1267,param_332,2.19
1268,param_332,3.0312
1269,param_332,1.7876
1270,param_332,2.3351
1271,param_332,1.7549
1272,param_332,2.9553
1273,param_332,1.3683
1274,param_332,2.8037
1275,param_332,3.1799
1276,param_332,2.9864
1277,param_332,2.8708
1278,param_332,2.803
1279,param_332,7.3877
1280,param_332,2.5777
1281,param_332,2.7302
1282,param_332,2.0771
1283,param_332,3.2395
1284,param_332,4.5904
1285,param_332,3.3056
1286,param_332,1.0853
1287,param_332,0.9818
1288,param_332,1.7714
1289,param_332,5.1972
1290,param_332,1.1022
1291,param_332,1.0337
1292,param_332,3.1451
1293,param_332,2.9928
1294,param_332,3.9134
1295,param_332,1.8521
1296,param_332,2.2353
1297,param_332,1.5755
1298,param_332,3.8996
1299,param_332,2.5084
1300,param_332,3.6888
1301,param_332,2.355
1302,param_332,4.4326
1303,param_332,4.367
1304,param_332,3.2092
1305,param_332,2.4174
1306,param_332,1.9152
1307,param_332,4.1924
1308,param_332,2.6555
1309,param_332,2.2514
1310,param_332,2.0486
1311,param_332,2.9177
1312,param_332,2.5
1313,param_332,4.1522
1314,param_332,1.26
1315,param_332,3.8331
1316,param_332,2.3517
1317,param_332,3.1443
1318,param_332,2.277
1319,param_332,1.5639
1320,param_332,3.265
1321,param_332,1.9496
1322,param_332,1.1377
1323,param_332,2.222
1324,param_332,1.3939
1325,param_332,3.3212
1326,param_332,2.9785
1327,param_332,2.307
1328,param_332,1.3017
1329,param_332,3.0358
1330,param_332,1.0598
1331,param_332,1.5613
1332,param_332,2.6728
1333,param_332,1.3345
1334,param_332,1.5209
1335,param_332,1.945
1336,param_332,1.5067
1337,param_332,2.7465
1338,param_332,2.5409
1339,param_332,3.923
1340,param_332,3.822
1341,param_332,3.9729
1342,param_332,2.5492
1343,param_332,3.1834
1344,param_332,3.1888
1345,param_332,2.6213
1346,param_332,4.4914
1347,param_332,1.9549
1348,param_332,1.3615
1349,param_332,2.0869
1350,param_332,1.4672
1351,param_332,2.1528
1352,param_332,1.4143
1353,param_332,2.2986
1354,param_332,3.5695
1355,param_332,1.1839
1356,param_332,2.3759
1357,param_332,1.4827
1358,param_332,3.3517
1359,param_332,3.0567
1360,param_332,3.2055
1361,param_332,2.5123
1362,param_332,2.2953
1363,param_332,2.4969
1364,param_332,2.7512
1365,param_332,4.6951
1366,param_332,2.0542
1367,param_332,1.9732
1368,param_332,1.1502
1369,param_332,3.6401
1370,param_332,2.6236
1371,param_332,1.5687
1372,param_332,1.4216
1373,param_332,1.4436
1374,param_332,3.7759
1375,param_332,1.1753
1376,param_332,1.9827
1377,param_332,2.3232
1378,param_332,2.3631
1379,param_332,3.3957
1380,param_332,2.7161
1381,param_332,1.7557
1382,param_332,2.2868
1383,param_332,3.926
1384,param_332,3.0089
1385,param_332,2.4906
1386,param_332,2.7885
1387,param_332,2.2195
1388,param_332,1.4375
1389,param_332,2.3172
1390,param_332,2.9943
1391,param_332,3.0485
1392,param_332,2.2454
1393,param_332,1.2684
1394,param_332,1.76
1395,param_332,1.7109
1396,param_332,3.8334
1397,param_332,20.9106
1398,param_332,1.9341
1399,param_332,1.1285
1400,param_332,1.8819
1401,param_332,2.5059
1402,param_332,2.8157
1403,param_332,2.414
1404,param_332,3.0887
1405,param_332,1.1914
1406,param_332,1.5784
1407,param_332,2.7857
1408,param_332,2.1514
1409,param_332,4.3356
1410,param_332,2.5916
1411,param_332,3.1394
1412,param_332,1.8373
1413,param_332,2.1007
1414,param_332,2.4318
1415,param_332,3.3331
1416,param_332,3.2887
1417,param_332,3.3078
1418,param_332,4.2363
1419,param_332,2.4599
1420,param_332,2.0442
1421,param_332,2.8643
1422,param_332,3.2103
1423,param_332,2.7444
1424,param_332,2.608
1425,param_332,3.0561
1426,param_332,2.4821
1427,param_332,9.4543
1428,param_332,2.408
1429,param_332,2.2289
1430,param_332,3.4721
1431,param_332,2.258
1432,param_332,2.4241
1433,param_332,2.9297
1434,param_332,2.6789
1435,param_332,6.0068
1436,param_332,2.1285
1437,param_332,2.9127
1438,param_332,4.1012
1439,param_332,3.2216
1440,param_332,4.3748
1441,param_332,1.7923
1442,param_332,2.454
1443,param_332,4.0939
1444,param_332,3.8422
1445,param_332,3.5887
1446,param_332,2.4604
1447,param_332,3.0877
1448,param_332,1.1788
1449,param_332,1.7932
1450,param_332,3.8171
1451,param_332,4.3331
1452,param_332,4.0188
1453,param_332,2.2164
1454,param_332,4.6582
1455,param_332,3.0828
1456,param_332,3.438
1457,param_332,2.9092
1458,param_332,55.3862
1459,param_332,1.0688
1460,param_332,1.3859
1461,param_332,2.8396
1462,param_332,2.3369
1463,param_332,1.8584
1464,param_332,2.2891
1465,param_332,1.4027
1466,param_332,2.6236
1467,param_332,1.1243
1468,param_332,3.0686
1469,param_332,4.1997
1470,param_332,2.5901
1471,param_332,3.7892
1472,param_332,2.092
1473,param_332,0.8043
1474,param_332,1.3677
1475,param_332,1.8555
1476,param_332,3.3512
1477,param_332,3.2866
1478,param_332,3.0612
1479,param_332,3.0274
1480,param_332,1.3561
1481,param_332,3.3968
1391,param_335,1.6556
1392,param_335,2.2995
1393,param_335,2.0643
1394,param_335,2.2197
837,param_351,0.0171
838,param_351,0.0125
839,param_351,0.0192
840,param_351,0.0504
841,param_351,0.0274
842,param_351,0.0088
843,param_351,0.0288
844,param_351,0.0039
845,param_351,0.0366
846,param_351,0.0721
847,param_351,0.0446
848,param_351,0.0487
849,param_351,0.0314
850,param_351,0.0265
851,param_351,0.0055
852,param_351,0.0238
853,param_351,0.0264
854,param_351,0.06
855,param_351,0.018
856,param_351,0.103
857,param_351,0.0335
858,param_351,0.0148
859,param_351,0.0079
860,param_351,0.0106
861,param_351,0.0486
862,param_351,0.0234
863,param_351,0.0344
864,param_351,0.0164
865,param_351,0.0101
866,param_351,0.0216
867,param_351,0.0147
868,param_351,0.0283
869,param_351,0.0516
870,param_351,0.0089
871,param_351,0.0315
872,param_351,0.0093
873,param_351,0.0103
874,param_351,0.0308
875,param_351,0.0196
876,param_351,0.0098
877,param_351,0.0117
878,param_351,0.0157
879,param_351,0.0084
880,param_351,0.0095
881,param_351,0.0232
882,param_351,0.0083
883,param_351,0.0081
884,param_351,0.0122
885,param_351,0.0087
886,param_351,0.007
887,param_351,0.0095
888,param_351,0.0105
889,param_351,0.0172
890,param_351,0.0128
891,param_351,0.0276
892,param_351,0.0057
893,param_351,0.0124
894,param_351,0.0072
895,param_351,0.0092
896,param_351,0.0131
897,param_351,0.0275
898,param_351,0.0153
899,param_351,0.0271
900,param_351,0.0132
901,param_351,0.0043
902,param_351,0.0158
903,param_351,0.0095
904,param_351,0.0079
905,param_351,0.0029
906,param_351,0.0273
907,param_351,0.026
908,param_351,0.0154
909,param_351,0.0232
910,param_351,0.016
911,param_351,0.0248
912,param_351,0.0142
913,param_351,0.0097
914,param_351,0.0252
915,param_351,0.0113
916,param_351,0.0083
917,param_351,0.0088
918,param_351,0.0114
919,param_351,0.0077
920,param_351,0.0278
921,param_351,0.0078
922,param_351,0.0126
923,param_351,0.0066
924,param_351,0.0264
925,param_351,0.0335
926,param_351,0.0313
927,param_351,0.0063
928,param_351,0.0237
929,param_351,0.0192
930,param_351,0.0282
931,param_351,0.0247
932,param_351,0.0284
933,param_351,0.0233
934,param_351,0.0086
935,param_351,0.0183
936,param_351,0.0384
937,param_351,0.0202
938,param_351,0.018
939,param_351,0.0139
940,param_351,0.0077
941,param_351,0.0184
942,param_351,0.0126
943,param_351,0.0178
944,param_351,0.0102
945,param_351,0.0105
946,param_351,0.0253
947,param_351,0.0135
948,param_351,0.0212
949,param_351,0.0071
950,param_351,0.0316
951,param_351,0.0171
952,param_351,0.0167
953,param_351,0.0208
954,param_351,0.0204
955,param_351,0.0148
956,param_351,0.0069
957,param_351,0.0123
958,param_351,0.0294
959,param_351,0.0173
960,param_351,0.0321
961,param_351,0.009
962,param_351,0.0024
963,param_351,0.0114
964,param_351,0.0102
965,param_351,0.0051
966,param_351,0.0165
967,param_351,0.0225
968,param_351,0.0199
969,param_351,0.0217
970,param_351,0.0196
971,param_351,0.0082
972,param_351,0.0128
973,param_351,0.0128
974,param_351,0.0402
975,param_351,0.0126
976,param_351,0.0123
977,param_351,0.0148
978,param_351,0.0068
979,param_351,0.0113
980,param_351,0.013
981,param_351,0.0254
982,param_351,0.0042
983,param_351,0.0123
984,param_351,0.0124
985,param_351,0.0335
986,param_351,0.0233
987,param_351,0.0122
988,param_351,0.0164
989,param_351,0.0111
990,param_351,0.0245
991,param_351,0.004
992,param_351,0.0103
993,param_351,0.0041
994,param_351,0.0119
995,param_351,0.0246
996,param_351,0.0509
997,param_351,0.0145
998,param_351,0.0187
999,param_351,0.0196
1000,param_351,0.0094
1001,param_351,0.0093
1002,param_351,0.0065
1003,param_351,0.0117
1004,param_351,0.0072
1005,param_351,0.0177
1006,param_351,0.0082
1007,param_351,0.0214
1008,param_351,0.0028
1009,param_351,0.0168
1010,param_351,0.0143
1011,param_351,0.0145
1012,param_351,0.0093
1013,param_351,0.0062
1014,param_351,0.0645
1015,param_351,0.0465
1016,param_351,0.0135
1017,param_351,0.0215
1018,param_351,0.014
1019,param_351,0.006
1020,param_351,0.0166
1021,param_351,0.0125
1022,param_351,0.0088
1023,param_351,0.0113
1024,param_351,0.0219
1025,param_351,0.0259
1026,param_351,0.0241
1027,param_351,0.032
1028,param_351,0.0214
1029,param_351,0.0269
1030,param_351,0.0297
1031,param_351,0.0058
1032,param_351,0.0529
1033,param_351,0.0392
1034,param_351,0.0475
1035,param_351,0.0197
1036,param_351,0.0029
1037,param_351,0.0053
1038,param_351,0.0219
1039,param_351,0.0207
1040,param_351,0.0303
1041,param_351,0.0241
1042,param_351,0.0602
1043,param_351,0.0237
1044,param_351,0.018
1045,param_351,0.0221
1046,param_351,0.0274
1047,param_351,0.0332
1048,param_351,0.0155
1049,param_351,0.0108
1050,param_351,0.0203
1051,param_351,0.0266
1052,param_351,0.0298
1053,param_351,0.0213
1054,param_351,0.0228
1055,param_351,0.0566
1056,param_351,0.0034
1057,param_351,0.0082
1058,param_351,0.0083
1059,param_351,0.026
1060,param_351,0.0254
1061,param_351,0.0274
1062,param_351,0.0249
1063,param_351,0.0109
1064,param_351,0.0097
1065,param_351,0.0144
1066,param_351,0.0183
1067,param_351,0.0177
1068,param_351,0.0287
1069,param_351,0.0178
1070,param_351,0.0143
1071,param_351,0.0217
1072,param_351,0.0129
1073,param_351,0.01
1074,param_351,0.0312
1075,param_351,0.0348
1076,param_351,0.0159
1077,param_351,0.0238
1078,param_351,0.0097
1079,param_351,0.062
1080,param_351,0.0069
1081,param_351,0.0074
1082,param_351,0.0235
1083,param_351,0.0255
1084,param_351,0.025
1085,param_351,0.0246
1086,param_351,0.0301
1087,param_351,0.0214
1088,param_351,0.0356
1089,param_351,0.0428
1090,param_351,0.0413
1091,param_351,0.0303
1092,param_351,0.0226
1093,param_351,0.0425
1094,param_351,0.0358
1095,param_351,0.0289
1096,param_351,0.0233
1097,param_351,0.0085
1098,param_351,0.0047
1099,param_351,0.0269
1100,param_351,0.0108
1101,param_351,0.025
1102,param_351,0.0289
1103,param_351,0.0261
1104,param_351,0.0294
1105,param_351,0.0124
1106,param_351,0.0369
1107,param_351,0.0307
1108,param_351,0.0245
1109,param_351,0.0348
1110,param_351,0.038
1111,param_351,0.0128
1112,param_351,0.008
1113,param_351,0.0134
1114,param_351,0.0286
1115,param_351,0.0376
1116,param_351,0.032
1117,param_351,0.0248
1118,param_351,0.0292
1119,param_351,0.0265
1120,param_351,0.0282
1121,param_351,0.0222
1122,param_351,0.0406
1123,param_351,0.0114
1124,param_351,0.0474
1125,param_351,0.0311
1126,param_351,0.0131
1127,param_351,0.0244
1128,param_351,0.0184
1129,param_351,0.0252
1130,param_351,0.0293
1131,param_351,0.0195
1132,param_351,0.0375
1133,param_351,0.021
1134,param_351,0.0528
1135,param_351,0.0157
1136,param_351,0.0135
1137,param_351,0.0038
1138,param_351,0.0286
1139,param_351,0.0249
1140,param_351,0.0214
1141,param_351,0.0366
1142,param_351,0.1415
1143,param_351,0.0292
1144,param_351,0.0259
1145,param_351,0.0287
1146,param_351,0.0336
1147,param_351,0.0183
1148,param_351,0.012
1149,param_351,0.0127
1150,param_351,0.0249
1151,param_351,0.0217
1152,param_351,0.0101
1153,param_351,0.0363
1154,param_351,0.0169
818,param_349,0.0468
819,param_349,0.0112
820,param_349,0.0363
821,param_349,0.0327
822,param_349,0.0325
823,param_349,0.0309
824,param_349,0.044
825,param_349,0.0303
826,param_349,0.0379
827,param_349,0.033
828,param_349,0.0264
829,param_349,0.0273
830,param_349,0.0479
831,param_349,0.0262
832,param_349,0.0203
833,param_349,0.0149
834,param_349,0.0187
835,param_349,0.033
836,param_349,0.0181
837,param_349,0.0214
838,param_349,0.0154
839,param_349,0.0435
840,param_349,0.0455
841,param_349,0.0244
842,param_349,0.0314
843,param_349,0.0457
844,param_349,0.0139
845,param_349,0.017
846,param_349,0.0158
847,param_349,0.0317
848,param_349,0.018
849,param_349,0.0201
850,param_349,0.0236
851,param_349,0.0163
852,param_349,0.0162
853,param_349,0.0172
854,param_349,0.0228
855,param_349,0.023
856,param_349,0.0528
857,param_349,0.0224
858,param_349,0.0416
859,param_349,0.041
860,param_349,0.0461
861,param_349,0.0272
862,param_349,0.0256
863,param_349,0.0294
864,param_349,0.0372
865,param_349,0.0194
866,param_349,0.0124
867,param_349,0.0238
868,param_349,0.0062
869,param_349,0.0185
870,param_349,0.0213
871,param_349,0.0196
872,param_349,0.0213
873,param_349,0.0115
874,param_349,0.0189
875,param_349,0.0199
876,param_349,0.0345
877,param_349,0.0168
878,param_349,0.0179
879,param_349,0.0162
880,param_349,0.0107
881,param_349,0.0243
882,param_349,0.0062
883,param_349,0.0251
884,param_349,0.0216
885,param_349,0.0246
886,param_349,0.0275
887,param_349,0.0255
888,param_349,0.0193
889,param_349,0.0233
890,param_349,0.0138
891,param_349,0.0316
892,param_349,0.0219
893,param_349,0.0201
894,param_349,0.0157
895,param_349,0.0276
896,param_349,0.0211
897,param_349,0.0263
898,param_349,0.0245
899,param_349,0.0271
900,param_349,0.0257
901,param_349,0.0217
902,param_349,0.0182
903,param_349,0.0247
904,param_349,0.0288
905,param_349,0.0282
906,param_349,0.0277
907,param_349,0.0264
908,param_349,0.0195
909,param_349,0.0185
910,param_349,0.0258
911,param_349,0.023
912,param_349,0.0228
913,param_349,0.0233
914,param_349,0.0231
915,param_349,0.0203
916,param_349,0.0276
917,param_349,0.0259
918,param_349,0.0197
919,param_349,0.0172
920,param_349,0.0265
921,param_349,0.0364
922,param_349,0.0326
923,param_349,0.0209
924,param_349,0.013
925,param_349,0.0165
926,param_349,0.0314
927,param_349,0.0238
928,param_349,0.0351
929,param_349,0.033
930,param_349,0.0324
931,param_349,0.0271
932,param_349,0.037
933,param_349,0.027
934,param_349,0.0366
935,param_349,0.0338
936,param_349,0.0255
937,param_349,0.0287
938,param_349,0.028
939,param_349,0.0162
940,param_349,0.0383
941,param_349,0.0282
942,param_349,0.0277
943,param_349,0.0383
944,param_349,0.0242
945,param_349,0.0343
946,param_349,0.0252
947,param_349,0.0212
948,param_349,0.0189
949,param_349,0.0395
950,param_349,0.0443
951,param_349,0.0621
952,param_349,0.0172
953,param_349,0.0308
954,param_349,0.0369
955,param_349,0.012
956,param_349,0.0246
957,param_349,0.0314
958,param_349,0.0281
959,param_349,0.0298
960,param_349,0.0271
961,param_349,0.0234
962,param_349,0.0073
963,param_349,0.0251
964,param_349,0.0242
965,param_349,0.0317
966,param_349,0.0329
967,param_349,0.0271
968,param_349,0.0292
969,param_349,0.038
970,param_349,0.0203
971,param_349,0.0219
972,param_349,0.0327
973,param_349,0.0293
974,param_349,0.0278
975,param_349,0.0182
976,param_349,0.0201
977,param_349,0.011
978,param_349,0.0243
979,param_349,0.0122
980,param_349,0.0136
981,param_349,0.0239
982,param_349,0.0247
983,param_349,0.0255
984,param_349,0.0213
985,param_349,0.0271
986,param_349,0.0269
987,param_349,0.0155
988,param_349,0.0111
989,param_349,0.0181
990,param_349,0.0189
991,param_349,0.0147
992,param_349,0.0185
993,param_349,0.0141
994,param_349,0.0205
995,param_349,0.0078
996,param_349,0.0189
997,param_349,0.0188
998,param_349,0.012
999,param_349,0.0141
1000,param_349,0.0172
1001,param_349,0.0507
1002,param_349,0.0177
1003,param_349,0.0148
1004,param_349,0.037
1005,param_349,0.0205
1006,param_349,0.0163
1007,param_349,0.0171
1008,param_349,0.1339
1009,param_349,0.0239
1010,param_349,0.0244
1011,param_349,0.0242
1012,param_349,0.018
1013,param_349,0.0247
1014,param_349,0.0225
1015,param_349,0.0275
1016,param_349,0.0332
1017,param_349,0.0277
1018,param_349,0.02
1019,param_349,0.025
1020,param_349,0.0301
1021,param_349,0.026
1022,param_349,0.0231
1023,param_349,0.023
1024,param_349,0.0193
1025,param_349,0.0216
1026,param_349,0.0231
1027,param_349,0.0286
1028,param_349,0.0435
1029,param_349,0.0617
1030,param_349,0.0214
1031,param_349,0.0102
1032,param_349,0.0249
1033,param_349,0.0337
1034,param_349,0.0526
1035,param_349,0.0247
1036,param_349,0.0353
1037,param_349,0.0306
1038,param_349,0.0127
1039,param_349,0.021
1040,param_349,0.0303
1041,param_349,0.0242
1042,param_349,0.0347
1043,param_349,0.0151
1044,param_349,0.0168
1045,param_349,0.0281
1046,param_349,0.0232
1047,param_349,0.0269
1048,param_349,0.0164
1049,param_349,0.0214
1050,param_349,0.0189
1051,param_349,0.018
1052,param_349,0.0203
1053,param_349,0.0351
1054,param_349,0.0193
1055,param_349,0.0079
1056,param_349,0.025
1057,param_349,0.0135
1058,param_349,0.0112
1059,param_349,0.037
1060,param_349,0.0108
1061,param_349,0.0259
1062,param_349,0.0091
1063,param_349,0.0249
1064,param_349,0.0238
1065,param_349,0.0215
1066,param_349,0.0289
1067,param_349,0.0181
1068,param_349,0.0337
1069,param_349,0.0782
1070,param_349,0.0304
1071,param_349,0.0295
1072,param_349,0.0305
1073,param_349,0.0291
1074,param_349,0.0173
1075,param_349,0.036
1076,param_349,0.0271
1077,param_349,0.0261
1078,param_349,0.0189
1079,param_349,0.0265
1080,param_349,0.0259
1081,param_349,0.0277
1082,param_349,0.0368
1083,param_349,0.0148
1084,param_349,0.0327
1085,param_349,0.03
1086,param_349,0.0312
1087,param_349,0.003
1088,param_349,0.0284
1089,param_349,0.0327
1090,param_349,0.0216
1091,param_349,0.0114
1092,param_349,0.0184
1093,param_349,0.0151
1094,param_349,0.0141
1095,param_349,0.0166
1096,param_349,0.0225
1097,param_349,0.0077
1098,param_349,0.0167
1099,param_349,0.0412
1100,param_349,0.0207
1101,param_349,0.0231
1102,param_349,0.0102
1103,param_349,0.0198
1104,param_349,0.0198
1105,param_349,0.0226
1106,param_349,0.044
1107,param_349,0.023
1108,param_349,0.0217
1109,param_349,0.035
1110,param_349,0.015
1111,param_349,0.0153
1112,param_349,0.0325
1113,param_349,0.0215
1114,param_349,0.0297
1115,param_349,0.0264
1116,param_349,0.0288
1117,param_349,0.02
1118,param_349,0.0298
1119,param_349,0.0271
1120,param_349,0.0222
1121,param_349,0.0236
1122,param_349,0.0485
1123,param_349,0.024
1124,param_349,0.0379
1125,param_349,0.0259
1126,param_349,0.0349
1127,param_349,0.0186
1128,param_349,0.0396
1129,param_349,0.0153
1130,param_349,0.0259
1131,param_349,0.0286
580,param_344,27.8226
581,param_344,25.9834
520,param_351,0.0385
521,param_351,0.0161
522,param_351,0.0302
523,param_351,0.0477
524,param_351,0.0291
525,param_351,0.0411
526,param_351,0.0286
527,param_351,0.023
528,param_351,0.0136
529,param_351,0.0272
530,param_351,0.0132
531,param_351,0.0157
532,param_351,0.0174
533,param_351,0.0327
534,param_351,0.0092
535,param_351,0.0147
536,param_351,0.0098
537,param_351,0.0133
538,param_351,0.0279
539,param_351,0.0304
540,param_351,0.0314
541,param_351,0.0186
542,param_351,0.0236
543,param_351,0.0472
544,param_351,0.0166
545,param_351,0.015
546,param_351,0.0389
547,param_351,0.1012
548,param_351,0.0238
549,param_351,0.0177
550,param_351,0.1107
551,param_351,0.0066
552,param_351,0.0182
553,param_351,0.0116
554,param_351,0.0306
555,param_351,0.0445
556,param_351,0.0078
557,param_351,0.0171
558,param_351,0.0217
559,param_351,0.0295
560,param_351,0.0388
561,param_351,0.0093
562,param_351,0.0213
563,param_351,0.0401
564,param_351,0.0066
565,param_351,0.0258
566,param_351,0.0466
567,param_351,0.0545
568,param_351,0.049
569,param_351,0.0203
570,param_351,0.0323
571,param_351,0.0325
572,param_351,0.0331
573,param_351,0.0184
574,param_351,0.0529
575,param_351,0.0518
576,param_351,0.0608
577,param_351,0.0496
578,param_351,0.016
579,param_351,0.0076
580,param_351,0.0221
581,param_351,0.0266
582,param_351,0.055
583,param_351,0.0267
584,param_351,0.0066
585,param_351,0.0106
586,param_351,0.0245
587,param_351,0.151
588,param_351,0.0527
589,param_351,0.0307
590,param_351,0.0331
591,param_351,0.0488
592,param_351,0.0495
593,param_351,0.0444
594,param_351,0.0468
595,param_351,0.0407
596,param_351,0.0201
597,param_351,0.03
598,param_351,0.0227
599,param_351,0.0534
600,param_351,0.0394
601,param_351,0.0173
602,param_351,0.0147
603,param_351,0.0205
604,param_351,0.0205
605,param_351,0.0748
606,param_351,0.0277
607,param_351,0.0261
608,param_351,0.0077
609,param_351,0.0292
610,param_351,0.0105
611,param_351,0.0346
612,param_351,0.0171
613,param_351,0.0171
614,param_351,0.0174
615,param_351,0.0141
616,param_351,0.0141
617,param_351,0.0294
618,param_351,0.0472
619,param_351,0.0259
620,param_351,0.026
621,param_351,0.0191
622,param_351,0.0033
623,param_351,0.015
624,param_351,0.0163
625,param_351,0.002
626,param_351,0.0135
627,param_351,0.0524
628,param_351,0.0221
629,param_351,0.0407
630,param_351,0.0462
631,param_351,0.0238
632,param_351,0.0443
633,param_351,0.0151
634,param_351,0.0457
635,param_351,0.0202
636,param_351,0.0387
637,param_351,0.0163
638,param_351,0.031
639,param_351,0.0167
640,param_351,0.0058
641,param_351,0.0114
642,param_351,0.0219
643,param_351,0.0122
644,param_351,0.0351
645,param_351,0.008
646,param_351,0.0536
647,param_351,0.0268
648,param_351,0.0442
649,param_351,0.0054
650,param_351,0.0524
651,param_351,0.0219
652,param_351,0.0207
653,param_351,0.0214
654,param_351,0.0214
655,param_351,0.0205
656,param_351,0.0187
657,param_351,0.0246
658,param_351,0.0477
659,param_351,0.0023
660,param_351,0.0242
661,param_351,0.0258
662,param_351,0.0317
663,param_351,0.0119
664,param_351,0.0396
665,param_351,0.0315
666,param_351,0.0329
667,param_351,0.0382
668,param_351,0.0166
669,param_351,0.0113
670,param_351,0.0178
671,param_351,0.0211
672,param_351,0.0096
673,param_351,0.0274
674,param_351,0.0414
675,param_351,0.0164
676,param_351,0.0311
677,param_351,0.0246
678,param_351,0.0227
